0.046021783968643815,	22.7937818199	,
0.10255089521190403,	21.0640188703	,
0.10126649438157542,	19.7318454032	,
0.09494397050078374,	10.8505784225	,
0.10559057015459239,	13.2184741495	,
0.11527331651748307,	7.0995753298	,
0.11942495982102397,	4.4348967947	,
0.127168946238651,	11.5891199533	,
0.1350190449451864,	16.3749168234	,
0.13728056310254655,	25.8978315512	,
0.14202908803119707,	9.9107551437	,
0.14206445879416651,	9.1212797142	,
0.13402203156398462,	8.6282554919	,
0.19569316747393067,	12.1285019819	,
0.20782533917245682,	11.3384296708	,
0.1890589387444706,	10.2044872234	,
0.18373784959025186,	8.9711971456	,
0.19590760272443303,	7.3423071907	,
0.1906904151864371,	3.7899330387	,
0.2283271176586324,	3.7387338593	,
0.23882560224250649,	9.4125579473	,
0.26571180344467027,	9.312547115	,
0.2711168981609414,	8.6708330478	,
0.2656101125011331,	11.5822889747	,
0.30323134026452914,	11.8764852957	,
0.2975079086815329,	19.6234782282	,
0.3168689800619432,	7.4843650174	,
0.34581773887976386,	21.3480682037	,
0.36044797071300827,	24.8012936857	,
0.3691204396585839,	11.2317868204	,
0.36645215772707485,	10.7878395317	,
0.3705949583398733,	8.320529854	,
0.3896399035262441,	3.2373532942	,
0.41777071345039596,	5.3576757872	,
0.41634040822281826,	7.2820884667	,
0.4432487161518379,	6.688655491	,
0.4459081553926044,	7.3299716371	,
0.400074278602236,	10.3421015981	,
0.41478188397947613,	12.0683495781	,
0.42698037585857007,	9.7980108367	,
0.43205608034468823,	16.5082867066	,
0.4642147359019877,	18.7270946676	,
0.4752769420206875,	11.8186540983	,
0.4712955205139373,	10.6839821289	,
0.47012165331788824,	6.8846979447	,
0.49564608014572775,	7.1794911474	,
0.4877296612586245,	3.8739607075	,
0.49977561672241255,	5.0082347558	,
0.5401004971802871,	4.956902936	,
0.5384027005577529,	12.851723551	,
0.5785352524919809,	17.093164379	,
0.5790834993180075,	4.8562952221	,
0.5816920930870055,	6.632482298	,
0.6018666920157135,	6.3354342093	,
0.6206728845520404,	6.5812167985	,
0.6352191108232326,	11.9094464255	,
0.6444486692855771,	15.9057015459	,
0.6462658422331333,	5.3464013565	,
0.6409845451872551,	3.2249514205	,
0.6651759363856831,	3.2730998716	,
0.6785947195872233,	3.7658588132	,
0.6853461139690198,	3.0747362115	,
0.6933222210186338,	5.0480268641	,
0.6892192125141762,	6.6271766836	,
0.701201058470082,	9.1923749478	,
0.6808982405256098,	12.3512714684	,
0.7161849979330213,	4.750846135	,
0.7109191755959422,	2.2840006986	,
0.7725217806526351,	7.3138558332	,
0.8034490915240601,	7.016277183	,
0.8386076299157074,	2.2777002814	,
0.9365072697971267,	7.1577381281	,
0.8637230822967125,	11.7008031374	,
